JOURNAL TITLE,geometry_signature,replicate_count,target_mean,target_std
"Chandramohan et al., 2025",43f60415e409cfe65620acb92d805d15,4,15.5975,1.3876689086377918
"Chandramohan et al., 2025",4569f04825bf153a0a71a1c7332330d3,4,16.0875,1.2272021023450048
"Chandramohan et al., 2025",45b8b2684ec6c674633f38a517f85b68,4,16.677500000000002,1.1269834367312892
"Chandramohan et al., 2025",47faf717b3981dc3fb3e6bb24ab6cd65,4,13.27,1.2607405231318083
"Chandramohan et al., 2025",4a3b5d46e3e56b67a0534c3407129cca,4,10.105,0.9579317999384572
"Chandramohan et al., 2025",58a87aa47bf76dabb1dbabb997624f4f,4,17.35,1.514001321003386
"Chandramohan et al., 2025",59fecd56b78272f1d5e6a484b879111d,4,10.9925,1.348440457219623
"Chandramohan et al., 2025",5a518b3aee9b0e1de4087aca08657ee4,4,17.6,1.427515323910746
"Chandramohan et al., 2025",5e3949193432d06b06987eddfa4249c1,4,16.3425,1.1313229718637678
"Chandramohan et al., 2025",6fd7f9f6f4f02162595aa7e4e1dc547e,4,10.2575,0.7185343879499901
"Chandramohan et al., 2025",71571da1f7eb7125db563b7f1600c8ac,4,9.295,0.285715476187996
"Chandramohan et al., 2025",7a5b9a94283420d8345ade98fccb8343,4,11.2575,0.623290996779728
"Chandramohan et al., 2025",7c92c4df9bd7cd02299e19fe67d53071,4,10.8475,1.0850921619844085
"Chandramohan et al., 2025",7c9b7f765badf7e1cb8f51e35f011395,4,16.6925,1.096095342568336
"Chandramohan et al., 2025",806dd35b8cdadc4f4ba02e0cf8b5a056,4,9.26,0.7340753821418246
"Chandramohan et al., 2025",8a6cb5e45e812e6685d0515a9e457183,4,16.4575,1.0924399296986544
"Chandramohan et al., 2025",963c279579687325cf65d7816d746cda,4,11.157499999999999,0.8051656144338666
"Chandramohan et al., 2025",a9c9456452c123728eaef475c3bd517a,4,18.04,1.228901948895842
"Chandramohan et al., 2025",aa1c6d696208367d9a2169f48101faff,4,8.795,0.8035131195776034
"Chandramohan et al., 2025",acad8dbfe68453bbe86deaac24b75ea7,4,10.6675,0.9318932342280422
"Chandramohan et al., 2025",bdd95f93fff398856e2d718424eaec71,4,13.5175,1.3330760168372489
"Chandramohan et al., 2025",be4be35294a8566470750a2aa0870f82,4,15.067499999999999,1.5411332410491538
"Chandramohan et al., 2025",bf9141d1d5e972e6ac07dfdd3d77aed3,4,15.3325,1.1371418850199244
"Chandramohan et al., 2025",c617f30653fa0f185c22161c0b2a62b0,4,10.41,0.15811388300841947
"Chandramohan et al., 2025",c9569ab083fca0d777de5affdb50c53f,4,11.6625,0.5152588346323302
"Chandramohan et al., 2025",cb8bba0ebdf2b8f24012e4eef253f1a1,4,14.7125,1.3973158793439187
"Chandramohan et al., 2025",ce18f7262e7c08225218a62d1835e574,4,11.23,0.7667246354896039
"Chandramohan et al., 2025",dbea8d54260120b55ccb167468cfd0a3,4,12.69,0.986813052203911
"Chandramohan et al., 2025",dca14988b4f1fa478dad1bdc7855d8c1,4,11.3975,0.6851946195546691
"Chandramohan et al., 2025",e673cac1a62758dc197dc18bc191f946,4,11.475,0.523481932193781
"Chandramohan et al., 2025",eb6ba40bfc4c49967977c0980db5575a,4,13.925,1.297446209546534
"Chandramohan et al., 2025",f5814afc550613e91b5d98ff95df50a8,4,18.63,1.3875397892192733
"Chandramohan et al., 2025",fa2f4ff05f6cc78261f9adaf55d8357b,4,9.8525,0.9750341874348135
"Chandramohan et al., 2025",fbd1fa24cec5dd06582e6970f5ac1806,4,16.895,1.4772384145199218
"Chandramohan et al., 2025",fd64c2006a42e1fe9eafbc7b96757843,4,10.41,1.0867995828731878
Moen et al. 2013,233d85fa7420729645d7dea825d46382,1,8.6,
Moen et al. 2013,3e9b838875af5ffcbef564b1f3cf7a64,1,12.5,
Moen et al. 2013,5113354e09b506b678f1d791ef7652ab,1,12.6,
Moen et al. 2013,52c19f1e40e6d88ab8ebc127867568b5,1,8.6,
Moen et al. 2013,5ae768355bf924611bcd8bcb2c6ce376,1,9.7,
Moen et al. 2013,62b527e289ae0bbe8b1ff833ee147b41,1,12.5,
Moen et al. 2013,6eda23ed8c89dc3efc783b5c7437013b,1,8.6,
Moen et al. 2013,722e8a2b23f12400a7252b084cf39965,1,8.6,
Moen et al. 2013,801c5b5fcdc8a3fffe875c61a3974ce2,1,12.6,
Moen et al. 2013,8d96cdf4e8e5be69709993392397d18b,1,10.5,
Moen et al. 2013,925eaa4e43c91e2c1318e612b4485383,1,8.2,
Moen et al. 2013,99c4d91393de131b2220bb65ce2d93de,1,13.0,
Moen et al. 2013,9f43d642b147019285fea1e9d1f51d5b,1,9.7,
Moen et al. 2013,b14a25ddf0122612f61676e02b46d615,1,13.0,
Moen et al. 2013,c9df794b45fbc62dac645ed6a88fcf89,1,10.5,
Moen et al. 2013,d77386f06a27ab0a799c5cd098e6ef10,1,8.2,
Moen et al. 2013,f5a622845c56b3e0e8549d2d7a184b05,1,10.8,
Moen et al. 2013,f9fca1cba20bfaa1da7db0a420096f77,1,10.8,
Oruç 1 2025,00bde8bb63cc6e6f011903e60708633e,1,9.22,
Oruç 1 2025,0218c422191c1e3a7aef83b2ef029cd9,1,9.17,
Oruç 1 2025,071d88582766ac2d457112edb3cdde2a,1,11.42,
Oruç 1 2025,0b5e413bb6ffe7a1bd58495311c29eca,1,9.47,
Oruç 1 2025,0b70e10618517fe44ada3cdfe182581d,1,2.69,
Oruç 1 2025,0c01e483d1fdfb5367057ae220df583d,1,4.42,
Oruç 1 2025,0e1fc47ca72108cbde3385ff408a12e6,1,3.92,
Oruç 1 2025,117924ca09cf62a6681f91b4510207d1,1,7.79,
Oruç 1 2025,118ea09657229aabf130cb841810c704,1,9.69,
Oruç 1 2025,11e5643d2078b0dbb2f55fe74a9494ff,1,7.62,
Oruç 1 2025,135c827de4c0de62be3e2d0558a446b3,1,6.46,
Oruç 1 2025,1780b905cdc1eec8079000dbbc3afeb7,1,11.49,
Oruç 1 2025,189b9e5d2c7b5411b96af6e7726e4eab,1,14.14,
Oruç 1 2025,1a68b5a3c8c5a6a524ae55396f745000,1,7.54,
Oruç 1 2025,1ebe50cc131866591957cfa58a388c84,1,5.93,
Oruç 1 2025,1fd409165a46aff86753811e02b8d41e,1,1.01,
Oruç 1 2025,22b85a822919b728895138dfe1e4c600,1,11.17,
Oruç 1 2025,2b84f66ac5a985b3782ec899d38a120a,1,15.19,
Oruç 1 2025,2da648773f26428ec496f25abeda8daf,1,11.64,
Oruç 1 2025,2edf379f2b985778b44862035ab7bc02,1,11.74,
Oruç 1 2025,2fab3b00d5e5a6ef1cc101598bc1babc,1,10.3,
Oruç 1 2025,2facd0147f038821d3b08a6f80e422c0,1,14.28,
Oruç 1 2025,30b6af14d61eb75611cf466781b344ab,1,16.74,
Oruç 1 2025,32f08ea596f3493c695c1ce35e340623,1,16.38,
Oruç 1 2025,34435a6232247b6f1152e11da5401e30,1,10.48,
Oruç 1 2025,34d66b6cd095e694b3a7d816cecf4ac3,1,5.14,
Oruç 1 2025,3796d8a4389435909eaa4b37c5f5c578,1,6.58,
Oruç 1 2025,386ed6bb1864da1fcc1b08a72bd44ee6,1,10.21,
Oruç 1 2025,3d457e1d6e244833255558f591245e1d,1,19.27,
Oruç 1 2025,3dabc986a107dc403f541a508a18a81e,1,10.37,
Oruç 1 2025,4075bda634bbb489d73a1228d7946c05,1,11.2,
Oruç 1 2025,4772b8f2f3829b688551114369997c0f,1,10.16,
Oruç 1 2025,48b3d94525f179c545695c19f46f749a,1,9.66,
Oruç 1 2025,4964db8449308087476090a9d243bff5,1,11.51,
Oruç 1 2025,4df171b9de3e44a0108a8cefc877b931,1,11.64,
Oruç 1 2025,5219f65ac8126a4a14a1d7021ecd33d4,1,9.17,
Oruç 1 2025,532b8b6f6b363b33c311c43184b67480,1,2.39,
Oruç 1 2025,53559d7c84bae94529db012f3973b3ef,1,9.3,
Oruç 1 2025,5498534260c01e6b26de4a7981685cbd,1,26.26,
Oruç 1 2025,57fb3328ce1f3977540dd191b0669664,1,7.49,
Oruç 1 2025,5fe8057d47984ec4a3650eb872652dbe,1,22.24,
Oruç 1 2025,64457b8e562dcab2c8643efebd297f7d,1,22.52,
Oruç 1 2025,653c271d73c32fcf9ef7d113ffaa693a,1,0.99,
Oruç 1 2025,68777bb25a526b9b327eef70d9bc53a5,1,11.6,
Oruç 1 2025,696890d1f56fd505d6e9faa9573019c4,1,7.37,
Oruç 1 2025,69d946084712d392e94623e741d89881,1,11.57,
Oruç 1 2025,69fc9f59d9aee9de2580e988dcbcb306,1,19.93,
Oruç 1 2025,6af8292854651b48a0a089211e7f26e0,1,8.0,
Oruç 1 2025,6fc1ff44f5b252a78b577420cb1f0ace,1,10.51,
Oruç 1 2025,70f6b98f677efb9b611482f7f728cb20,1,17.24,
Oruç 1 2025,7c48e301bf2c0a70b1d30328792bd31c,1,12.13,
Oruç 1 2025,7f7fbff0c6260924b630d0682be43187,1,4.38,
Oruç 1 2025,7f86517abb5063515fe46366af2333fd,1,13.38,
Oruç 1 2025,84ec8b2c17617a95b6dd9803a501b95e,1,11.5,
Oruç 1 2025,8d7a4e894d55095a56f908db2bddc891,1,1.47,
Oruç 1 2025,93a9eeb2542c4dc7167f061ddeeaa279,1,10.35,
Oruç 1 2025,9bdaa501de5fd2e13e416f9cfa328a60,1,10.99,
Oruç 1 2025,a161b1dae0da28ecbb1a272adb2086fd,1,8.72,
Oruç 1 2025,a16fb47fa2e6119056172fff9689bf7a,1,18.78,
Oruç 1 2025,a43bf721abeafb019b08f33440bef1a5,1,9.88,
Oruç 1 2025,a6ae47b29a0d1bb7a2d79e9ec5478ea1,1,10.17,
Oruç 1 2025,b6390c9ef2ee59ea79eea941724d212f,1,9.98,
Oruç 1 2025,c03efe577fbf988e5497da6b10779188,1,3.96,
Oruç 1 2025,c1ffbf0419aeba93b2a1631704a242a9,1,7.74,
Oruç 1 2025,c4025f9e99e6b9cb931d8a00ff538e32,1,22.59,
Oruç 1 2025,c72869403ce884760b8ea93f0ea4ac90,1,10.5,
Oruç 1 2025,c95fcf952276ccdbfb11e5035cebe7ac,1,9.33,
Oruç 1 2025,ca17e0690d506a9fa5676b5ea7d00421,1,25.46,
Oruç 1 2025,cb11642709a39c20e31bd0e97a782a24,1,9.37,
Oruç 1 2025,cbb636c8ea467d6dadfef71c50f6f83b,1,7.37,
Oruç 1 2025,cc6310f6762ce6556d4b299cb63b612d,1,18.64,
Oruç 1 2025,d16d39d90d83990b7c59fec415c21a11,1,7.53,
Oruç 1 2025,d17de73e9c49921ee5dd9f541659e7b0,1,9.18,
Oruç 1 2025,d9ad08be03447d09e8ef1eae6b2559a3,1,9.39,
Oruç 1 2025,e92cf3c11dc7df1c169d09b679ba83b9,1,15.12,
Oruç 1 2025,e93216c23c483e5cb615bcea6b11c629,1,7.95,
Oruç 1 2025,ecb209c01e376ef6e3a1ac7da9a72987,1,8.03,
Oruç 1 2025,ee22799892d8335f551994298d642f38,1,1.26,
Oruç 1 2025,f33b151219c88d75c7b8bf4390a4b483,1,11.53,
Oruç 1 2025,f63a3a04049efe6046235302ff8fd69f,1,2.25,
Oruç 1 2025,f6c32028d19a17b171e9850697d1769a,1,11.18,
Oruç 1 2025,f77b6618f84609e2bf629e737aac2b81,1,10.43,
Oruç 1 2025,f97de7d3e6ff444bae1c134e1b3787c1,1,4.61,
Oruç 1 2025,fe196d8eeb1628b589954e26a9887f20,1,3.79,
"Sadid et al., 2025",0c2df890f923bd0e3dbf5ca2bae5d76d,1,76.2,
"Sadid et al., 2025",402e03a6f2c8e05fdeda626325406515,1,73.93,
"Sadid et al., 2025",e7d2fa00c0343523f4250608cbdf3696,1,72.074,
"Sivakumaran et al., 2006",316ba11b1f8bce786f5a2a275c8c4720,3,9.893333333333333,0.16441816606851367
"Sivakumaran et al., 2006",b039cc25449c046c8eb2bdcb9f593cae,3,10.203333333333333,0.17214335111567128
"Sivakumaran et al., 2006",c326c2dc5fc96094d55baacc75f0a8a3,3,10.066666666666668,0.07094598884597615
Soroori Rad 2010,705e12c07b31bcec5bf70138f34ecb0c,1,5.45,
Soroori Rad 2011,00cfd8e4d55bc8a74b4070be2a6f957c,1,28.73,
Soroori Rad 2011,0315e1329c5d13bb9e8d31b8ef168318,1,10.61,
Soroori Rad 2011,0df553b8145b9bde74c1ff50ecb6e244,1,11.38,
Soroori Rad 2011,14cb077c20ebef262e60e60fcac4631e,1,10.97,
Soroori Rad 2011,1a2c38b5c4914514fb7490a06dc85adf,1,27.5,
Soroori Rad 2011,1df5b04dc5e6338d3a031cfd994eb8a5,1,29.21,
Soroori Rad 2011,22528ced53ba9d0eaf9d95130c60f54f,1,10.84,
Soroori Rad 2011,2427c288e6018645b6256de511a2a606,1,27.79,
Soroori Rad 2011,2697c346254f6421bd2a2589defdf612,1,27.58,
Soroori Rad 2011,27450b77d1c61b5740a3a365d0a22d10,1,11.04,
Soroori Rad 2011,2aace3eaf7c92ace1aa56548d7e0bbbc,1,27.03,
Soroori Rad 2011,2cd786de8a06a406233ddc2051bfadea,1,5.57,
Soroori Rad 2011,388d27609078f2e6a61a32afa4a88b9f,1,10.67,
Soroori Rad 2011,39520a704eed7eecba32806c90a36574,1,10.6,
Soroori Rad 2011,3e954ebf12f00f0690f6916660bc0880,1,11.1,
Soroori Rad 2011,40a5921c555160dec5da97762e1a4d0b,1,11.12,
Soroori Rad 2011,44c4f0c71ab418c70da315653c6a003e,1,5.55,
Soroori Rad 2011,4781086a2f3bc6d8fba4e93657dba767,1,10.62,
Soroori Rad 2011,49b9e9653552316b2fd355fc0dc9feee,1,27.84,
Soroori Rad 2011,5110a5350cd217d443bae2a6cdecdc76,1,11.06,
Soroori Rad 2011,520f39b8b86ab00609b718694826886e,1,27.66,
Soroori Rad 2011,545767d34ca08f7afc55e7eb53319c88,1,10.26,
Soroori Rad 2011,6266082af92d23681997bdfdbe35056a,1,5.28,
Soroori Rad 2011,66a655085eb8df4cae6e7c7f3713f1b8,1,28.47,
Soroori Rad 2011,68e1ceefdbba1b1a8f7f836f61dbba7b,1,10.42,
Soroori Rad 2011,6f37abe3f2fff792efc589e6a88d6692,1,10.93,
Soroori Rad 2011,71fc1c7811cef118b1ed201ba9d1d380,1,11.08,
Soroori Rad 2011,754a1c90134ab5b37f9fb06efe0caf3c,1,27.61,
Soroori Rad 2011,7d56f110c5be10eb37096342cdf4bf85,1,27.55,
Soroori Rad 2011,7fd65aa3d49ac5fc19624d6641364e2d,1,27.41,
Soroori Rad 2011,80d4a3242c65b5d9519d3089ef1e9c1f,1,28.56,
Soroori Rad 2011,86e7681b3f1ab6ffb4db02d7cf30c5fc,1,5.55,
Soroori Rad 2011,89a95f49e2af093869d81a1445223ccb,1,10.5,
Soroori Rad 2011,8c061792dd22b76e0f24c88cc54a682a,1,29.35,
Soroori Rad 2011,91278314a5161f8f34615e9c4fbf7631,1,5.35,
Soroori Rad 2011,915d2b55c5dc472a513619f9a8ebf4e9,1,27.1,
Soroori Rad 2011,943ef4f81ca3be80110eb0b9f4882378,1,5.48,
Soroori Rad 2011,957547fbe001f8745f70ae1ebd8324c6,1,27.83,
Soroori Rad 2011,958c9b4f9cc40a32d6bd6dbb1efb273b,1,10.56,
Soroori Rad 2011,98c16b87c0ee225693e2fefcac3d6bb1,1,5.38,
Soroori Rad 2011,99734043a99cd35c482f7849eecdad3f,1,10.61,
Soroori Rad 2011,9e34cfabccd629f8f6a1f34eb4996f2c,1,28.05,
Soroori Rad 2011,a9f3de89d71ddd1fd5394acb0cc9063e,1,28.96,
Soroori Rad 2011,b4ecdaf1eaf2d0b2580114e6f7bb038f,1,10.59,
Soroori Rad 2011,b5dd7d97af161f3122b1be8da75999a5,1,10.88,
Soroori Rad 2011,b84bf9f668a161f6462cc3c47a3c962e,1,5.44,
Soroori Rad 2011,bb08ace2a046fd3229652b122d850398,1,10.6,
Soroori Rad 2011,bf2cba5a84a9e83270124285ae339f49,1,5.55,
Soroori Rad 2011,bf8ba4c507baa910a415231ac28728cc,1,5.48,
Soroori Rad 2011,c1a8f6ba59050b40b37bf66a4e085f9b,1,10.78,
Soroori Rad 2011,c1df51f72b630d7b219cd6d6250d1171,1,27.29,
Soroori Rad 2011,c61a1b66dafed5d2bbe4bc1db2f7308d,1,26.82,
Soroori Rad 2011,c88048f5db1a149fdc990caf91a42937,1,5.44,
Soroori Rad 2011,cdbc88de922c87c44c3cc5d45867d1e7,1,5.64,
Soroori Rad 2011,d8be40bf71dcfac371e9cc84b7c3afe5,1,5.33,
Soroori Rad 2011,df313f4a920d3d87282d61929f24ea28,1,5.5,
Soroori Rad 2011,e05ab4a92183e1f2979163ba00773c8e,1,28.47,
Soroori Rad 2011,e788691828f027e5fa4852dd61e811cd,1,25.9,
Soroori Rad 2011,eb965ce75a9a71273152e4404da4ddac,1,27.55,
Soroori Rad 2011,eb99189e9461693b025b93d7019082f6,1,10.56,
Soroori Rad 2011,f25c2c065137ae384da4c4b168c5c77c,1,27.53,
Soroori Rad 2011,fc3803f38d15d18463826b1035c5b84c,1,11.11,
Soroori Rad 2011,ff71c09048761bd2bda2c7d17cc422d8,1,5.46,
"Tohamy et al., 2021",088b0424a2e92dcf4432c7e59e6c6f26,1,11.21,
"Tohamy et al., 2021",0ec399db0f236c19c185fffc6ba7da01,1,9.93,
"Tohamy et al., 2021",14efb1dd953af745cf4e8b2964124df8,1,11.17,
"Tohamy et al., 2021",2d10bd41c6287cacd2d96b9341237d7d,1,11.19,
"Tohamy et al., 2021",31bd65db2142b125bca30eb4cfeba83b,1,11.1,
"Tohamy et al., 2021",3b9f53776fa6b4019be4d92c6efc8329,1,10.5,
"Tohamy et al., 2021",648e0a591eba21ed3cb03a2b6867ce75,1,9.07,
"Tohamy et al., 2021",e21e28877ef4c7617aeee4a6c0ede594,1,10.87,
"Zhao et al., 2019",06322c5a086d500794da26efc59975da,1,13.271,
"Zhao et al., 2019",068ae09fcf72455eb2228eedd6143d4f,1,17.404,
"Zhao et al., 2019",0987efc39f65579dee490f43935a967a,1,25.24,
"Zhao et al., 2019",0e4faa563c5f022cdc0501c10fe5f856,1,14.99,
"Zhao et al., 2019",1591b004b2c3080d9d0bdf2c8704cc7f,1,18.7,
"Zhao et al., 2019",175bff898b7d4d9043a7a0acaef1cc19,1,18.89,
"Zhao et al., 2019",18d2830f276105cd3eb70c4858f1b27f,1,20.79,
"Zhao et al., 2019",1b7d2bfdd5ce7907c31394b37e00dccf,1,24.45,
"Zhao et al., 2019",1e45044e42ea562de72f51fb31eb25de,1,18.52,
"Zhao et al., 2019",21a9fbeb0442f00ce25fa35c3856c72a,1,17.61,
"Zhao et al., 2019",2af698cbfbfefe28ede04be34c3150ae,1,14.89,
"Zhao et al., 2019",2d27cde6b0a28b02b9a8c20dad5d4a91,1,18.28,
"Zhao et al., 2019",30cf7b5c08149ccf697034cbecaa5687,1,21.6,
"Zhao et al., 2019",328f1c71ef8d6e0309a72d738fd6a0c9,1,16.98,
"Zhao et al., 2019",34c1bb6d0be54c53de2751ada12ae03d,1,16.68,
"Zhao et al., 2019",36ca7337e454fbfe520b2da73acd9887,1,15.227,
"Zhao et al., 2019",3b164ecde8890357a415a0579b77a4e0,1,24.91,
"Zhao et al., 2019",3d1b8fe13b8bf4abf273f98a9f7af896,1,28.05,
"Zhao et al., 2019",3e22f5071afd564d229ef936c827f3c2,1,27.03,
"Zhao et al., 2019",40c0930f8be4f89a90af7cb624f4c9dc,1,11.82,
"Zhao et al., 2019",4271cdafa5ba1db0181ab710c191cfab,1,30.37,
"Zhao et al., 2019",4478af44f1337f5553ef7a0ba9c071ff,1,16.74,
"Zhao et al., 2019",4550546d4107089c8c56a7b8aa8af436,1,19.03,
"Zhao et al., 2019",456104133934a6c37d52697eb9c1359e,1,19.55,
"Zhao et al., 2019",47b39eff655be61ac84c9bc326fa7111,1,18.69,
"Zhao et al., 2019",4c326c3408244af41c963ff7ce27df71,1,31.57,
"Zhao et al., 2019",4f63a4c6d87b986b18c0ca706ef724c9,1,14.06,
"Zhao et al., 2019",51a5e602ebc4cd08f7534636df8c901e,1,25.09,
"Zhao et al., 2019",521d7ed45d706f996619df2045b44815,1,12.93,
"Zhao et al., 2019",552904d788c865bbd47be86f4f53ae9b,1,21.78,
"Zhao et al., 2019",569932c96a3c239a00859735b5494a43,1,14.32,
"Zhao et al., 2019",5a62f459df4f346d321dde95ab61efd5,1,22.28,
"Zhao et al., 2019",5afab0dcdc0876eee2080b9f8456e8ac,1,19.39,
"Zhao et al., 2019",5fc7a7e356be9ad3f4e640ab3197270b,1,25.44,
"Zhao et al., 2019",62b4ea8ca4f1e7fe657c57bbc3cbc259,1,16.18,
"Zhao et al., 2019",63bc20c8167694c2841bc1bbb3fc0370,1,22.63,
"Zhao et al., 2019",649a24c7f6eab732deca4ff380f6e6f3,1,23.32,
"Zhao et al., 2019",64f15e0c70e96162c74366638a21ce7f,1,22.04,
"Zhao et al., 2019",669128f793642a7ee7a123b91176eaa0,1,10.83,
"Zhao et al., 2019",68387d50c5112462ab94710f6abaef34,1,15.154,
"Zhao et al., 2019",6944f12f0a95dc522770ea65c45c0f35,1,15.15,
"Zhao et al., 2019",6dce4d0b1aed8783a066887ad98ffe8b,1,11.08,
"Zhao et al., 2019",6fd53fd6ad4438b95a75b57f7f2f7a85,1,16.333,
"Zhao et al., 2019",73da0ce24ed41d98ff836c1e44304cb1,1,10.16,
"Zhao et al., 2019",74245a9f65772b6d27897d5d15856ea8,1,16.96,
"Zhao et al., 2019",748f8918ab589ce4a490dc88a09a083c,1,13.8,
"Zhao et al., 2019",765aa3e6563b346296bb47d1021ee59b,1,17.404,
"Zhao et al., 2019",768ec5f2cce05cb578fe63961224705f,1,15.52,
"Zhao et al., 2019",79041a84f5eeb88feead5c2fbe84cd0f,1,19.57,
"Zhao et al., 2019",7c5c4284e888fb4dc64dd92c0a1d29fb,1,14.565,
"Zhao et al., 2019",7f89dfae3d7bb53ad33c5263a4f577a6,1,14.315,
"Zhao et al., 2019",88771f476c0f4e601b1ad58b957762f4,1,16.33,
"Zhao et al., 2019",88a7cc302d6e85a5621dffd9b7aa57b7,1,27.99,
"Zhao et al., 2019",8af53d577f6911d743bad0cb87e2f7a3,2,14.71,1.9798989873223316
"Zhao et al., 2019",8e1e4da00ae1b8db1c3f421ab9aa7eb9,1,15.227,
"Zhao et al., 2019",9129be87475755a0beb1c9a4c50c8ad7,1,20.57,
"Zhao et al., 2019",917e9509fb92ca5c12dfd3cc38d47756,1,12.56,
"Zhao et al., 2019",92a3d3883c0f23ca4234d14cc236d098,1,20.35,
"Zhao et al., 2019",95c940314a854819410e3d923ab05cac,1,16.79,
"Zhao et al., 2019",97e623f9a79b9cfd5ae97fdb19216891,1,24.46,
"Zhao et al., 2019",98b9cebf94e1f7269d459e9307fc5565,1,15.154,
"Zhao et al., 2019",9d926c71938c04c9780e1e6abad02266,1,14.168,
"Zhao et al., 2019",a5b27dcb7ed396823bc4151d72273878,1,16.333,
"Zhao et al., 2019",b5fd3504f052845382bbc7c6624503fe,1,14.168,
"Zhao et al., 2019",b68887466919ef91ded4db5d1b00d9be,1,15.24,
"Zhao et al., 2019",b7f999729e6e915bd47855a1120a76ce,1,14.81,
"Zhao et al., 2019",b81c5be9c51698bb78f329624a95213c,1,23.21,
"Zhao et al., 2019",b865b4e33dbbfbfcc95e8aa99c2f77c5,1,22.47,
"Zhao et al., 2019",bf5ffda00e46c04327992482d0449edc,1,16.684,
"Zhao et al., 2019",c0aa7f4da5cab867c5511b07f2623365,1,13.95,
"Zhao et al., 2019",c351fda9992c55baa66cb6d99edcb4f9,1,19.96,
"Zhao et al., 2019",c7ddd43e7934cc20410b10027a4ef5c8,1,14.76,
"Zhao et al., 2019",ca8fd7f355078ad26e6800fba05d9088,1,14.57,
"Zhao et al., 2019",d1254b3c1872f9a697c2787a4835e98b,1,24.6,
"Zhao et al., 2019",d1cac1256a4660955a1a3951dc3a630a,1,16.684,
"Zhao et al., 2019",d4faf1ba6159c8615fbda1a4c878391b,1,16.27,
"Zhao et al., 2019",dcb7b88eea034e8d21e43db7d504372e,1,19.25,
"Zhao et al., 2019",e6e1a7f62fe54b372d4f496c61bce24c,1,11.41,
"Zhao et al., 2019",f221044dcaf53b162ae2a832e2b67911,1,14.315,
"Zhao et al., 2019",f39d668db8494166b128af54941f5b7d,1,13.271,
"Zhao et al., 2019",f599ae623b27896ff228bdeea8489245,1,18.37,
"Zhao et al., 2019",f89240913bfab5a20448ebdedf54cf20,1,13.8,
"Zhao et al., 2019",f930edc0d774c54b9122a447ad993648,1,14.56,
"Zhao et al., 2019",fa224eb49973c3376e79bf28e8b07042,1,20.24,
"Zhao et al., 2019",fa3c1ef2ac24571a5b7af5426d4aaa11,1,14.565,
"Zhao et al., 2019",fca74f011145dbb78e2452f03fc6b9ed,1,18.29,
"Zhao et al., 2019",fdcb93632e9f07cfc87869444c38bd1f,1,22.87,
